kingdom,phylum,order,family,genus,species,Melipona rufiventris.honey,Scaptotrigona sp.honey,Tetragonisca angustula.honey,Melipona rufiventris.pollen,Scaptotrigona sp.pollen,Tetragonisca angustula.pollen
Viridiplantae,Streptophyta,Malpighiales,Phyllanthaceae,Richeria,Richeria grandis,0.031701613,0.04908959,0.103289643,0.003195127,0.017147336,0.11587461
Viridiplantae,Streptophyta,Caryophyllales,Nyctaginaceae,Guapira,Guapira graciliflora,0.005728046,0.01176125,0.011058019,0.021313581,0.05157933,0.033765153
Viridiplantae,Streptophyta,Chloranthales,Chloranthaceae,Hedyosmum,Hedyosmum brasiliense,0,0.002348549,0.009707114,0.000876727,0.009968737,0.058315309
Viridiplantae,Streptophyta,Sapindales,Anacardiaceae,Toxicodendron,Toxicodendron succedaneum,0,0.000544875,0.003680035,0,0.000739306,0.020798548
Viridiplantae,Streptophyta,Sapindales,Anacardiaceae,Tapirira,Tapirira guianensis,0.025186942,0.028816383,0.046887892,0.017101583,0.078035028,0.123339256
Viridiplantae,Streptophyta,Malpighiales,Euphorbiaceae,Maprounea,Maprounea guianensis,0,0.000935763,0.004337173,0.009440702,0.006968491,0.061014985
Viridiplantae,Streptophyta,Rosales,Moraceae,Artocarpus,Artocarpus heterophyllus,0,0,0,0,0,0.0035682
Viridiplantae,Streptophyta,Malpighiales,Euphorbiaceae,Mabea,Mabea spc,0.007260717,0.020030242,0.158157058,0,0.006005854,0.000574275
Viridiplantae,Streptophyta,Apiales,Araliaceae,Schefflera,Schefflera macrocarpa,0,0,0,0,0.000279225,0.003392171
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Blepharocalyx,Blepharocalyx salicifolius,0.022217282,0.021905626,0.006617132,0.038418545,0.045468584,0.003388107
Viridiplantae,Streptophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima crassifolia,0,0,0.000395178,0,0,0.003962466
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrcia,Myrcia linearifolia,0.198122056,0.104899313,0.135873102,0.351701408,0.103821599,0.036466646
Viridiplantae,Streptophyta,Santalales,Loranthaceae,Struthanthus/Psittacanthus,Struthanthus/Psittacanthus spc,0.1199666,0.214142512,0.049335574,0.130155032,0.155139321,0.02371625
Viridiplantae,Streptophyta,Malpighiales,Clusiaceae,Clusia,Clusia criuva,0,0.008773272,0.003870332,0,0.001000263,0.01525123
Viridiplantae,Streptophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima pachyphylla,0,0.019873587,0.021491294,0.00080049,0.006201705,0.045271661
Viridiplantae,Streptophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima viminifolia,0,0,0.001571075,0,0,0.00174156
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,0.183157677,0.256541683,0.188754372,0.018019125,0.119774617,0.143884711
Viridiplantae,Streptophyta,Malpighiales,Chrysobalanaceae,Couepia,Couepia spc,0,0.003269248,0,0,0.001202693,0.005351315
Viridiplantae,Streptophyta,Rosales,Cannabaceae,Trema,Trema micranthum,0,0,0.000465515,0,0,0.001266293
Viridiplantae,Streptophyta,Malpighiales,Malpighiaceae,Banisteriopsis,Banisteriopsis spc,0,0,0,0,0,0.001925708
Viridiplantae,Streptophyta,Piperales,Piperaceae,Piper,Piper aduncum,0.003568306,0.002059078,0.004898652,0.00145267,0.006418608,0.033160159
Viridiplantae,Streptophyta,Poales,Cyperaceae,Rhynchospora,Rhynchospora exaltata,0,0,0,0,0.000917006,0
Viridiplantae,Streptophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima basiloba,0.001716997,0,0.010572417,0,0,0.00916483
Viridiplantae,Streptophyta,Myrtales,Melastomataceae,Miconia,Miconia leucocarpa,0.013170011,0.000675761,0.001596889,0.041608865,0.011407677,0
Viridiplantae,Streptophyta,Ericales,Primulaceae,Myrsine,Myrsine spc,0.0228375,0.021580457,0.081278965,0,0.013781428,0.030073181
Viridiplantae,Streptophyta,Asterales,Asteraceae,Baccharis,Baccharis dracunculifolia,0,0.003426882,0.002259077,0.008031031,0.046499935,0.032473008
Viridiplantae,Streptophyta,Celastrales,Celastraceae,Plenckia,Plenckia populnea,0,0,0.000528529,0,0.000454957,0
Viridiplantae,Streptophyta,Boraginales,Boraginaceae,Borago,Borago officinalis,0,0.000390888,0,0.000791761,0.001435013,0.000286567
Viridiplantae,Streptophyta,Malpighiales,Malpighiales spc,Malpighiales spc,Malpighiales spc,0,0,0,0,0,0.000236968
Viridiplantae,Streptophyta,Sapindales,Sapindaceae,Matayba,Matayba guianensis,0.037243714,0.061479396,0.020712224,0.012879909,0.088625132,0.03851879
Viridiplantae,Streptophyta,Poales,Cyperaceae,Cyperus,Cyperus spc,0,0,0.000606509,0,0,0
Viridiplantae,Streptophyta,Fabales,Fabaceae,Stryphnodendron,Stryphnodendron spc,0.003027552,0.001727456,0,0.041951269,0.013464186,0.000641837
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrcia,Myrcia splendens,0.001268485,0.001253903,0.002130063,0.005774879,0.006227492,0.00190215
Viridiplantae,Streptophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima laxiflora,0,0,0.003544569,0,0,0.008328266
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Eugenia,Eugenia involucrata,0,0,0.000528847,0,0,0.00419638
Viridiplantae,Streptophyta,Rosales,Rosaceae,Rubus,Rubus urticifolius,0.047467991,0.037840336,0.041306679,0.012387057,0.019237709,0.004975813
Viridiplantae,Streptophyta,Myrtales,Melastomataceae,Miconia,Miconia stenostachya,0.078456046,0.005261639,0.011406262,0.029897381,0.022398596,0.061891392
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrcia,Myrcia pinifolia,0.052520036,0.031995088,0.029243642,0.116370329,0.089300549,0.011975423
Viridiplantae,Streptophyta,Myrtales,Melastomataceae,Miconia,Miconia hirtella,0.031254887,0,0,0.005970683,0.013735937,0
Viridiplantae,Streptophyta,Rosales,Urticaceae,Cecropia,Cecropia pachystachya,0,0,0,0,0,0.004016539
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus spc,0.001350394,0.011921766,0.003389717,0.027126617,0.012213355,0.000310784
Viridiplantae,Streptophyta,Ericales,Primulaceae,Myrsine,Myrsine umbellata,0,0.000544875,0.001512352,0,0.000454957,0.006212792
Viridiplantae,Streptophyta,Rosales,Rosaceae,Rosa,Rosa gallica,0,0,0,0.000865404,0,0
Viridiplantae,Streptophyta,Piperales,Piperaceae,Piper,Piper spc,0,0.004495216,0.000383751,0,0,0
Viridiplantae,Streptophyta,Malpighiales,Euphorbiaceae,Acalypha,Acalypha spc,0.003611872,0,0,0,0,0.006517267
Viridiplantae,Streptophyta,Rosales,Rosaceae,Rosa,Rosa chinensis,0,0.001097356,0.002570098,0.001550156,0.001095595,0
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrcia,Myrcia myrtillifolia,0,0.000544875,0.001371851,0,0.00078763,0.000278758
Viridiplantae,Streptophyta,Myrtales,Melastomataceae,Miconia,Miconia albicans,0,0,0,0,0,0.000234987
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrcia,Myrcia guianensis,0.004047402,0.003917189,0,0.019662748,0.00910284,0.000652685
Viridiplantae,Streptophyta,Rosales,Moraceae,Moraceae spc,Moraceae spc,0.006547893,0.010255845,0.00198951,0.002973249,0.002977574,0.000562161
Viridiplantae,Streptophyta,Poales,Cyperaceae,Carex,Carex spc,0,0.003925647,0.001901293,0.001162136,0,0
Viridiplantae,Streptophyta,Fabales,Fabaceae,Vicia,Vicia spc,0,0,0.000880125,0,0,0
Viridiplantae,Streptophyta,Malpighiales,Malpighiaceae,Malpighiaceae spc,Malpighiaceae spc,0,0,0.001386652,0,0,0.000257391
Viridiplantae,Streptophyta,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia potentilloides,0,0,0,0,0,0.001563164
Viridiplantae,Streptophyta,Boraginales,Boraginaceae,Echium,Echium spc,0,0,0.000671674,0,0,0
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia pubescens,0,0,0,0.009974822,0,0
Viridiplantae,Streptophyta,Marchantiales,Dumortieraceae,Dumortiera,Dumortiera hirsuta,0,0,0,0.01563442,0.000451646,0.00024371
Viridiplantae,Streptophyta,Malpighiales,Euphorbiaceae,Croton,Croton conduplicatus,0.004646358,0.001986856,0.001047276,0,0,0.020861456
Viridiplantae,Streptophyta,Liliopsida,Liliopsida spc,Liliopsida spc,Liliopsida spc,0.009631659,0.002558783,0,0,0,0
Viridiplantae,Streptophyta,Fabales,Fabaceae,Glycine,Glycine max,0,0,0.000432836,0,0.000715293,0
Viridiplantae,Streptophyta,Solanales,Convolvulaceae,Convolvulus,Convolvulus spc,0,0.001308217,0.000427393,0,0,0
Viridiplantae,Streptophyta,Asterales,Asteraceae,Asteraceae spc,Asteraceae spc,0.00153635,0.000544875,0.000383751,0,0,0.001492143
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrcia,Myrcia tomentosa,0,0.017085085,0,0,0.00248051,0.002519896
Viridiplantae,Streptophyta,Myrtales,Melastomataceae,Leandra,Leandra polystachya,0.030289635,0.001089749,0,0.020113964,0.001294263,0
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Syzygium,Syzygium spc,0,0.001483003,0,0,0.001175729,0.00104154
Viridiplantae,Streptophyta,Asterales,Asteraceae,Crepis,Crepis spc,0,0.000426385,0,0,0,0
Viridiplantae,Streptophyta,Poales,Poaceae,Paspalum,Paspalum notatum,0,0.000426385,0,0,0,0
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrtaceae spc,Myrtaceae spc,0.011405744,0.012820549,0.00872218,0.003946755,0.014964562,0.002431647
Viridiplantae,Streptophyta,Rosales,Rosaceae,Prunus,Prunus spc,0,0,0,0.001054614,0,0
Viridiplantae,Streptophyta,Apiales,Araliaceae,Hedera,Hedera spc,0,0.003995748,0,0,0.000334509,0
Viridiplantae,Streptophyta,Fabales,Fabaceae,Fabaceae spc,Fabaceae spc,0,0,0.001724925,0.009781118,0.002367126,0
Viridiplantae,Streptophyta,Malpighiales,Euphorbiaceae,Croton,Croton abaitensis,0,0,0.004099844,0,0,0.00097488
Viridiplantae,Streptophyta,Ericales,Styracaceae,Styrax,Styrax ferrugineus,0.00522358,0,0,0.001162136,0,0
Viridiplantae,Streptophyta,Rosales,Urticaceae,Urtica,Urtica spc,0,0,0.00046573,0,0,0
Viridiplantae,Streptophyta,Asterales,Asteraceae,Helianthus,Helianthus annuus,0,0,0.000629598,0,0,0
Viridiplantae,Streptophyta,Asterales,Asteraceae,Picris,Picris spc,0,0.003995748,0.000681345,0,0,0
Viridiplantae,Streptophyta,Ranunculales,Papaveraceae,Papaver,Papaver spc,0,0,0,0.001842398,0.000306292,0
Viridiplantae,Streptophyta,Asterales,Asteraceae,Ambrosia,Ambrosia polystachya,0,0,0.000457105,0,0,0
Viridiplantae,Streptophyta,Brassicales,Brassicaceae,Sinapis,Sinapis alba,0,0.000784937,0.000405357,0,0,0
Viridiplantae,Streptophyta,Brassicales,Brassicaceae,Diplotaxis,Diplotaxis spc,0,0,0,0.001092733,0,0
Viridiplantae,Streptophyta,Myrtales,Myrtaceae,Myrcia,Myrcia pubescens,0,0,0,0.002782135,0.001528065,0
Viridiplantae,Streptophyta,Myrtales,Lythraceae,Cuphea,Cuphea spc,0.014333703,0.003287974,0.003058929,0,0,0.000587413
Viridiplantae,Streptophyta,Myrtales,Melastomataceae,Miconia,Miconia nervosa,0,0,0,0.000864021,0,0
Viridiplantae,Streptophyta,Pinales,Pinaceae,Pinus,Pinus spc,0,0,0.003512397,0,0.002282064,0
Viridiplantae,Streptophyta,Sapindales,Sapindaceae,Sapindaceae spc,Sapindaceae spc,0.018057785,0,0,0.000762372,0.000314053,0.000224366
Viridiplantae,Streptophyta,Ericales,Styracaceae,Styrax,Styrax spc,0.001716997,0,0,0.000860574,0.000858763,0
Viridiplantae,Streptophyta,Celastrales,Celastraceae,Peritassa,Peritassa laevigata,0,0,0,0,0,0.000817777
Viridiplantae,Streptophyta,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita maxima,0,0.000484529,0,0,0,0
Viridiplantae,Streptophyta,Myrtales,Melastomataceae,Melastomataceae spc,Melastomataceae spc,0,0,0,0,0.000302504,0.00131281
Viridiplantae,Streptophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,0,0,0,0,0,0.000464804
Viridiplantae,Streptophyta,Aquifoliales,Aquifoliaceae,Ilex,Ilex affinis,0,0,0,0,0.003823197,0.001072066
Viridiplantae,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus viridis,0,0.000395629,0,0,0,0
Viridiplantae,Streptophyta,Asterales,Asteraceae,Piptocarpha,Piptocarpha rotundifolia,0,0,0,0.000817545,0,0
Viridiplantae,Streptophyta,Gentianales,Rubiaceae,Chiococca,Chiococca nitida,0,0,0,0,0,0.000356889
Viridiplantae,Streptophyta,Myrtales,Combretaceae,Terminalia,Terminalia spc,0,0,0,0,0.001314973,0
Viridiplantae,Streptophyta,Caryophyllales,Chenopodiaceae,Beta,Beta spc,0,0,0,0,0.000284348,0
Viridiplantae,Streptophyta,Fabales,Fabaceae,Copaifera,Copaifera spc,0,0,0,0.003486409,0,0
Viridiplantae,Streptophyta,Poales,Poaceae,Urochloa,Urochloa brizantha,0.001728165,0,0,0,0,0
Viridiplantae,Streptophyta,Caryophyllales,Nyctaginaceae,Guapira,Guapira noxia,0,0,0,0.002515826,0.000284348,0
Viridiplantae,Streptophyta,Poales,Poaceae,Anthaenantia,Anthaenantia lanata,0,0,0,0,0,0.001021043
Viridiplantae,Streptophyta,Malpighiales,Euphorbiaceae,Stillingia,Stillingia spc,0,0,0,0,0,0.002151198
Viridiplantae,Streptophyta,Fabales,Fabaceae,Cicer,Cicer spc,0,0,0,0,0.000603895,0
Viridiplantae,Streptophyta,Apiales,Apiaceae,Cuminum,Cuminum spc,0,0,0,0,0.000445593,0
Viridiplantae,Streptophyta,Boraginales,Boraginaceae,Symphytum,Symphytum spc,0,0,0.00041983,0,0,0
Viridiplantae,Streptophyta,Fabales,Fabaceae,Bauhinia,Bauhinia ungulata,0,0,0.000721393,0,0,0
Viridiplantae,Streptophyta,Piperales,Piperaceae,Piper,Piper divaricatum,0,0,0,0,0,0.000735117
Viridiplantae,Streptophyta,Fabales,Fabaceae,Bauhinia,Bauhinia spc,0,0,0.000649254,0,0,0
Viridiplantae,Streptophyta,Myrtales,Combretaceae,Combretaceae spc,Combretaceae spc,0,0,0,0,0,0.0003915
Viridiplantae,Streptophyta,Sapindales,Sapindaceae,Serjania,Serjania lethalis,0,0,0,0.001829692,0,0